renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,renovation_cost,pre_renovation_cost,post_renovation_value,location
"[""Bedroom"", ""Living room""]",7,0,2338,1288.0,mid-range,1,3707,332206.65,745647.04,859608.17794375,764427.3883938657
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1042,0.0,mid-range,0,3765,122295.65,736573.02,808853.4139,742739.9151843397
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",3,2,1543,0.0,budget-friendly,0,1871,225754.33,541155.68,643044.477275,724209.6059686558
"[""Living room"", ""Kitchen""]",0,0,562,0.0,high-end,0,1241,60675.68000000001,280995.74,313208.45509999996,473663.46079924994
"[""Bathroom"", ""Living room""]",0,1,461,0.0,mid-range,0,4462,77393.64,1125960.38,1184118.1879999998,898392.8709650495
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1103,0.0,mid-range,0,2015,116174.31,574776.68,637236.5382500001,468125.1879910406
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",5,3,2169,322.0,mid-range,1,2693,366201.02,499628.19,593308.475625,633749.447976567
"[""Bedroom"", ""Bathroom""]",3,1,964,322.0,mid-range,1,1768,160721.77,443860.79,507201.2646125,857843.3948752978
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1143,301.0,mid-range,1,2219,122815.58000000002,616575.93,682394.67665,729059.2861618154
"[""Bedroom"", ""Living room""]",3,0,1289,301.0,mid-range,1,2183,170064.81,666920.27,731132.2322374999,926886.3923402497
"[""Bathroom"", ""Kitchen""]",0,1,186,58.08488063660478,budget-friendly,1,517,41626.24,193132.97,217521.017,474032.3731833224
"[""Bedroom"", ""Bathroom""]",6,4,2154,1268.0,mid-range,1,3923,408145.04999999993,532719.19,631405.4199474999,584356.9210885423
"[""Bedroom"", ""Living room""]",5,0,1750,322.0,budget-friendly,1,2769,234966.96,700418.63,782589.83225,593131.0463311035
"[""Living room"", ""Other/Custom""]",0,0,738,0.0,budget-friendly,0,2824,74521.37,858548.94,894342.4953749997,924298.1851105052
"[""Bedroom"", ""Living room""]",1,0,341,131.0467289719626,high-end,1,763,52322.72,186361.07,206422.98365,258778.52985726285
"[""Bedroom"", ""Other/Custom""]",1,0,342,124.57009345794393,high-end,1,874,52322.72,282786.85,304295.1503499999,361017.265710204
"[""Bathroom"", ""Other/Custom""]",0,1,357,91.8951048951049,high-end,1,1178,56873.59,294441.41,321616.385075,258778.52985726285
"[""Bathroom"", ""Living room""]",0,1,285,0.0,high-end,0,1054,52969.21,349226.55,377183.1858,361017.265710204
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",1,1,399,0.0,mid-range,0,837,73705.58,258582.55,289925.8121,362201.48039049795
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,882,230.73426573426573,mid-range,1,1465,113541.15,406349.51,466495.94285000005,471878.99087377987
"[""Bathroom"", ""Living room""]",0,1,482,0.0,high-end,0,3782,88211.9,714583.17,765130.5921,764615.9502687944
"[""Bathroom"", ""Living room""]",0,1,545,0.0,budget-friendly,0,3705,69455.5,1216380.93,1273709.0078999999,924298.1851105052
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1129,0.0,mid-range,0,2028,115813.93,552796.84,613575.0160999999,590999.7312847051
"[""Bedroom"", ""Kitchen""]",7,0,2298,623.0,mid-range,1,3995,326087.98,951494.16,1096417.6959374999,884761.8567269483
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",3,1,1386,0.0,mid-range,0,1897,198885.01,387651.53,460336.191875,438354.1998740959
"[""Bathroom"", ""Living room""]",0,1,192,0.0,high-end,0,732,47751.43,173408.49,194010.58087499999,259110.37473145
"[""Bathroom"", ""Living room""]",0,1,526,301.0,high-end,1,3349,92416.36,684583.06,734924.8279,456784.7012993054
"[""Bathroom"", ""Living room""]",0,1,495,0.0,high-end,0,2860,89244.17000000001,518961.86,563981.2919000001,750964.4994797701
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,1098,322.0,budget-friendly,1,1556,108313.22,380552.91,436692.39975,611849.4788960892
"[""Bedroom"", ""Other/Custom""]",3,0,1177,322.0,mid-range,1,1797,163014.23,343776.06,399670.87998749997,442581.28692691075
"[""Bedroom"", ""Kitchen""]",1,0,339,130.39252336448598,high-end,1,758,49575.11,216516.98,242248.21707499996,421138.5496460387
"[""Bedroom"", ""Kitchen""]",2,0,951,322.0,mid-range,1,1722,135523.32,425356.48,487864.9839999999,420882.7322267811
"[""Bedroom"", ""Living room""]",1,0,325,0.0,high-end,0,899,52322.72,243080.59,263993.29644999997,422600.3971445641
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",3,1,1488,945.0,mid-range,1,2120,228909.45,423752.49,515283.02784,441299.58650862484
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,859,178.72727272727272,mid-range,1,1260,79934.2,265927.43,302673.76635,455750.6403917306
"[""Bedroom"", ""Kitchen""]",3,0,1253,644.0,budget-friendly,1,1820,169260.97,358142.38,426306.5353749999,442311.88738048566
"[""Kitchen"", ""Other/Custom""]",0,0,593,0.0,budget-friendly,0,1402,52229.149999999994,502784.59,541470.360175,474953.67957478453
"[""Bedroom"", ""Other/Custom""]",5,0,1767,644.0,mid-range,1,2318,251029.13,578882.33,666012.1680749999,593131.0463311035
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",6,3,2375,623.0,high-end,1,3006,437551.48,567856.75,676885.2459999999,632017.9335746003
"[""Bathroom"", ""Living room""]",0,1,577,0.0,budget-friendly,0,1601,75084.43,405764.09,441025.47492500005,419376.4300117418
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,1018,301.0,high-end,1,1525,127022.98,352748.43,404295.79395,884761.8567269483
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,2,1721,473.0,mid-range,1,2132,274826.88,566784.82,669769.9170571428,480164.60953967203
"[""Kitchen"", ""Other/Custom""]",0,0,808,301.0,high-end,1,2996,99227.28,549631.92,607110.3587999999,635761.4082269554
"[""Bedroom"", ""Kitchen""]",4,0,1545,0.0,mid-range,0,2104,209675.81,327520.12,394825.50466,333612.3852677651
"[""Living room"", ""Other/Custom""]",0,0,518,166.979020979021,budget-friendly,1,1180,53247.48,406686.96,429160.8645,361017.265710204
"[""Bedroom"", ""Bathroom""]",2,1,577,188.96270396270396,mid-range,1,1185,85420.87,308997.35,345174.84455,611135.9710193529
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",5,3,2176,322.0,mid-range,1,2842,379389.13,541201.05,644029.2495,632017.9335746003
"[""Living room"", ""Other/Custom""]",0,0,731,0.0,budget-friendly,0,3825,70313.32,486486.4,514877.6919999999,583628.098793705
"[""Living room"", ""Other/Custom""]",0,0,766,301.0,mid-range,1,2746,85280.5,542716.75,577720.8587499999,632017.9335746003
"[""Living room"", ""Other/Custom""]",0,0,700,301.0,mid-range,1,3122,87036.44,824436.11,864219.1302499998,607003.9708666095
"[""Living room"", ""Kitchen""]",0,0,699,301.0,high-end,1,3588,92783.25,699867.99,761284.647675,768096.9796926685
"[""Bedroom"", ""Bathroom""]",1,1,256,0.0,mid-range,0,951,47348.67999999999,150327.58,169752.2416,333612.3852677651
"[""Bathroom"", ""Living room""]",0,1,555,0.0,mid-range,0,1522,54008.100000000006,511196.48,543544.9259,549548.3606077654
"[""Bedroom"", ""Bathroom"", ""Living room""]",7,5,3105,624.0,mid-range,1,3762,532462.14,520908.84,618278.7231692309,584499.0331593506
"[""Kitchen"", ""Other/Custom""]",0,0,689,301.0,mid-range,1,3264,87507.87,810399.87,874432.8431999999,599125.9764701508
"[""Full renovation""]",2,1,1367,0.0,mid-range,0,1367,126206.85,443443.49,503153.60480000003,549548.3606077654
"[""Bedroom"", ""Bathroom"", ""Living room""]",5,2,1991,473.0,mid-range,1,2797,335289.84,829768.39,960906.4097500001,918049.8174818624
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",7,6,3127,1398.0,mid-range,1,3685,593003.2200000001,721921.05,879325.621794643,750964.4994797701
"[""Bathroom"", ""Other/Custom""]",0,1,180,93.57161803713528,budget-friendly,1,501,40518.47,188294.74,206099.1232,549128.4854811856
"[""Bathroom"", ""Living room""]",0,1,240,120.1214953271028,budget-friendly,1,840,41193.899999999994,255351.68,275679.35465,421138.5496460387
"[""Living room"", ""Other/Custom""]",0,0,585,0.0,budget-friendly,0,1428,50621.27,236728.94,255466.25509999998,337972.4055670806
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",6,3,2435,151.0,mid-range,1,3219,387344.7200000001,683526.56,831168.2969600001,455750.6403917306
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,806,376.8065268065268,budget-friendly,1,1253,111872.33000000002,386466.29,432461.02017499995,517533.77259986603
"[""Bedroom"", ""Living room""]",3,0,1232,0.0,mid-range,0,2100,155685.67,542299.32,598890.9745874999,588676.7985449556
"[""Bathroom"", ""Kitchen""]",0,1,532,301.0,high-end,1,2064,100659.36,536021.89,600645.8470000001,589379.4798394532
"[""Bathroom"", ""Kitchen""]",0,1,500,151.0,mid-range,1,4266,85091.34,1008393.37,1095700.7443000001,857843.3948752978
"[""Full renovation""]",4,3,1981,301.0,budget-friendly,1,1981,301393.24999999994,376400.04,449798.04779999994,438354.1998740959
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1057,0.0,mid-range,0,3712,118238.65,695131.2,763657.2787499999,748201.1019928089
"[""Bathroom"", ""Living room""]",0,1,533,0.0,budget-friendly,0,1943,76082.33,514176.88,552997.5028750001,586295.9356004093
"[""Living room"", ""Kitchen""]",0,0,638,0.0,high-end,0,2945,87851.59,853218.65,919945.6270249999,729059.2861618154
"[""Living room"", ""Kitchen""]",0,0,671,301.0,mid-range,1,2482,89345.84,731460.93,792520.61145,722057.5300960252
"[""Bedroom"", ""Bathroom"", ""Living room""]",7,3,2767,795.0,mid-range,1,3538,428037.50000000006,676108.93,801035.4209295455,768096.9796926685
"[""Living room"", ""Other/Custom""]",0,0,554,0.0,budget-friendly,0,1256,51547.28,419204.14,441342.9907,514826.1349765647
"[""Bathroom"", ""Other/Custom""]",0,1,0,0.0,mid-range,0,1077,47100.25,327983.04,352659.10994999995,468125.1879910406
"[""Kitchen"", ""Other/Custom""]",0,0,650,301.0,mid-range,1,2116,87607.36,397965.43,443470.19275,440857.28859962634
"[""Bedroom"", ""Bathroom"", ""Living room""]",1,1,407,0.0,mid-range,0,910,70643.58,237906.56,267296.48449999996,480164.60953967203
"[""Bedroom"", ""Kitchen""]",1,0,306,0.0,budget-friendly,0,816,44062.19,255419.42,280131.9509,419376.4300117418
"[""Bedroom"", ""Living room""]",1,0,348,156.69158878504672,mid-range,1,959,50376.83,237243.83,256671.18889999998,258778.52985726285
"[""Bedroom"", ""Bathroom""]",4,2,1508,966.0,high-end,1,1980,275017.86000000004,580722.79,686837.73355,718133.5629715051
"[""Living room"", ""Kitchen""]",0,0,395,149.0373831775701,high-end,1,1061,55538.44,270977.6,301082.73889999994,258778.52985726285
"[""Bedroom"", ""Bathroom""]",2,1,419,329.607476635514,mid-range,1,1021,73126.23,308506.52,340430.8469,359371.8741154736
"[""Bedroom"", ""Bathroom""]",4,2,1438,795.0,mid-range,1,2055,271670.39,419758.8,499512.97199999995,442581.28692691075
"[""Bedroom"", ""Bathroom"", ""Living room""]",5,2,2068,795.0,mid-range,1,3340,335544.8,627477.53,744541.306690625,748201.1019928089
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,845,0.0,mid-range,0,1181,107038.04,285596.12,327479.59355,611849.4788960892
"[""Bedroom"", ""Kitchen""]",6,0,1962,322.0,mid-range,1,3254,275089.94,606658.44,719432.4440142856,634424.3807046467
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",6,4,2515,946.0,mid-range,1,2958,475844.94,544886.53,648167.2950045455,748385.3759477742
"[""Bedroom"", ""Bathroom"", ""Living room""]",1,1,443,137.52336448598132,mid-range,1,973,66489.21,161577.02,187035.9857,339023.3062412534
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",4,2,1788,301.0,mid-range,1,2297,286506.29000000004,467878.84,555606.1225,442311.88738048566
"[""Bedroom"", ""Other/Custom""]",2,0,661,186.72494172494171,mid-range,1,1170,83797.55,370672.16,402209.48289999994,512787.1344803147
"[""Full renovation""]",7,5,3580,0.0,budget-friendly,0,3580,468166.53,695323.64,830911.7497999999,768381.9144879236
"[""Bathroom"", ""Kitchen""]",0,1,487,0.0,high-end,0,2005,85985.51000000001,498407.1,556041.852975,590999.7312847051
"[""Living room"", ""Other/Custom""]",0,0,767,301.0,budget-friendly,1,1833,84284.81,458395.22,491188.7273749999,589379.4798394532
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,866,208.8041958041958,mid-range,1,1318,114253.49,423425.4,472118.01135000004,562615.8913025274
"[""Bedroom"", ""Bathroom""]",5,2,1628,473.0,mid-range,1,3026,291717.07999999996,603802.82,713807.7847999999,636523.1519029945
"[""Living room"", ""Kitchen""]",0,0,715,0.0,budget-friendly,0,2141,74992.8,617477.88,668324.6706,715063.674403916
"[""Bedroom"", ""Other/Custom""]",5,0,1857,623.0,mid-range,1,2590,246079.31,601184.65,687102.204125,898392.8709650495
"[""Living room"", ""Other/Custom""]",0,0,743,301.0,budget-friendly,1,1908,83817.12,375572.94,406980.2985,442581.28692691075
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,730,155.37762237762237,mid-range,1,1101,112174.53,366390.92,412296.9700625,491813.312765633
"[""Bedroom"", ""Other/Custom""]",6,0,1999,644.0,mid-range,1,3251,283444.43,830933.15,930859.9999357142,599125.9764701508
"[""Bedroom"", ""Bathroom""]",3,1,916,473.0,mid-range,1,2169,168252.09,591890.05,662646.15985,589670.1151351548
"[""Bedroom"", ""Living room""]",3,0,1262,623.0,high-end,1,1947,184197.68,394688.67,460012.75184999994,442311.88738048566
"[""Bedroom"", ""Kitchen""]",5,0,1734,322.0,mid-range,1,2533,253905.09000000003,629386.82,738958.8557,593131.0463311035
"[""Bedroom"", ""Living room""]",3,0,1153,623.0,budget-friendly,1,2242,168612.7,440311.62,498764.69954999996,442311.88738048566
"[""Living room"", ""Kitchen""]",0,0,762,0.0,high-end,0,3746,87290.76000000001,716567.51,776964.31805,764427.3883938657
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,1,1315,322.0,budget-friendly,1,2168,196493.09000000003,567185.11,644327.5488400001,426006.7205032061
"[""Full renovation""]",1,1,795,0.0,mid-range,0,795,80890.92,175013.44,208369.68459999998,258538.89048027052
"[""Full renovation""]",4,3,2362,301.0,high-end,1,2362,320413.99999999994,684109.48,820631.0266,722057.5300960252
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",8,6,3465,1117.0,mid-range,1,3639,633940.2599999999,850646.26,1036512.4678100002,884761.8567269483
"[""Bathroom"", ""Living room""]",0,1,404,0.0,mid-range,0,1085,46841.03999999999,366989.6,392754.2156,360382.72442315845
"[""Bedroom"", ""Living room""]",3,0,1172,0.0,mid-range,0,1825,154759.32,611699.51,670204.5358999999,467907.5515662078
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",4,2,1884,644.0,mid-range,1,2564,297767.08,636182.7,768150.2921999999,611849.4788960892
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,1094,0.0,high-end,0,1591,121764.09,516686.71,586956.8316250001,514826.1349765647
"[""Bathroom"", ""Living room""]",0,1,365,0.0,high-end,0,1209,63116.25,345886.13,377091.0764,468125.1879910406
"[""Bathroom"", ""Kitchen""]",0,1,531,301.0,mid-range,1,3976,88833.54000000001,536796.92,596987.3003000001,583628.098793705
"[""Bathroom"", ""Kitchen""]",0,1,578,452.0,budget-friendly,1,3713,84847.11,1060457.25,1150175.171325,910855.3220634278
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,987,0.0,mid-range,0,3041,122447.42,605228.17,671034.37495,768381.9144879236
"[""Bedroom"", ""Kitchen""]",6,0,2116,644.0,mid-range,1,3877,299553.75,761180.28,890434.7247428572,742739.9151843397
"[""Bathroom"", ""Other/Custom""]",0,1,555,151.0,mid-range,1,3036,81225.07,567005.29,609601.3457500001,633749.447976567
"[""Bedroom"", ""Other/Custom""]",5,0,1816,322.0,high-end,1,3035,257421.76,624891.31,717926.75165,764615.9502687944
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,1049,0.0,high-end,0,2370,125028.8,498888.38,561972.7171,460825.5934515108
"[""Full renovation""]",1,1,806,115.67289719626169,budget-friendly,1,806,74977.16,164080.11,193956.86294999998,456784.7012993054
"[""Living room"", ""Other/Custom""]",0,0,767,0.0,high-end,0,3508,85192.66,727976.19,767009.4106499997,460825.5934515108
"[""Bedroom"", ""Bathroom""]",6,3,2158,795.0,mid-range,1,3999,393663.85,547090.58,651493.6990166666,583628.098793705
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",4,2,1889,322.0,mid-range,1,2512,301152.87,633216.45,768008.5737857142,898392.8709650495
"[""Bedroom"", ""Bathroom""]",1,1,259,0.0,high-end,0,1022,49526.14,260850.02,284647.70075,258538.89048027052
"[""Bathroom"", ""Kitchen""]",0,1,274,0.0,mid-range,0,936,49420.34,305444.57,339338.65129999997,360382.72442315845
"[""Bedroom"", ""Bathroom"", ""Living room""]",1,1,317,61.90716180371353,mid-range,1,648,65914.14,142774.31,167490.92270000002,473663.46079924994
"[""Kitchen"", ""Other/Custom""]",0,0,817,301.0,budget-friendly,1,3044,83399.31,565137.69,616214.1738749999,749690.1337423729
"[""Bathroom"", ""Living room""]",0,1,288,0.0,high-end,0,1072,50502.91,261984.23,286130.94537500007,258778.52985726285
"[""Full renovation""]",3,1,1990,0.0,high-end,0,1990,212433.92,389511.51,471308.9271,442581.28692691075
"[""Bathroom"", ""Kitchen""]",0,1,515,0.0,mid-range,0,3062,81394.70999999999,611569.34,673902.8340500001,770940.0264432136
"[""Living room"", ""Other/Custom""]",0,0,596,0.0,mid-range,0,1472,55325.43,239617.8,260639.57744999998,339023.3062412534
"[""Living room"", ""Other/Custom""]",0,0,832,0.0,high-end,0,3103,86189.6,589064.61,626343.14715,748385.3759477742
"[""Full renovation""]",2,1,1372,0.0,budget-friendly,0,1372,117953.99,370241.61,422288.67944999994,422600.3971445641
"[""Bedroom"", ""Living room""]",7,0,2475,322.0,mid-range,1,3693,322248.27,752126.25,864916.3487999999,764427.3883938657
"[""Living room"", ""Other/Custom""]",0,0,831,0.0,mid-range,0,3393,77752.99,1006479.3,1046068.68135,924298.1851105052
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",6,5,2838,624.0,mid-range,1,3008,500819.09,729410.72,888057.5516,599125.9764701508
"[""Full renovation""]",6,3,3448,0.0,mid-range,0,3448,368015.72,849666.41,1003826.35025,891671.9944522413
"[""Bedroom"", ""Kitchen""]",5,0,1664,322.0,budget-friendly,1,2786,236005.74,785546.53,893467.8889,722057.5300960252
"[""Bedroom"", ""Kitchen""]",2,0,536,0.0,mid-range,0,1037,74788.52,329240.43,367240.69055,361017.265710204
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",3,2,1529,0.0,budget-friendly,0,1635,217603.54,508263.61,605672.5151500001,491813.312765633
"[""Living room"", ""Other/Custom""]",0,0,750,0.0,budget-friendly,0,2560,70313.32,501505.01,530121.5811499999,634424.3807046467
"[""Bathroom"", ""Other/Custom""]",0,1,285,222.12772585669782,budget-friendly,1,999,40518.47,382002.11,405617.71429999993,474953.67957478453
"[""Living room"", ""Kitchen""]",0,0,724,0.0,budget-friendly,0,2562,74992.8,511652.01,557736.6364499999,455750.6403917306
"[""Bedroom"", ""Bathroom"", ""Living room""]",7,4,3034,945.0,mid-range,1,3615,485040.42999999993,751127.9,891025.4713750001,764427.3883938657
"[""Living room"", ""Kitchen""]",0,0,536,0.0,budget-friendly,0,1101,51071.47,351661.54,382807.7502999999,362556.9047908152
"[""Living room"", ""Kitchen""]",0,0,800,0.0,budget-friendly,0,3915,75143.85,494479.17,539837.4665249999,583917.6428237398
"[""Bathroom"", ""Living room""]",0,1,426,0.0,high-end,0,3146,84980.28,629147.94,675428.5185,764615.9502687944
"[""Bathroom"", ""Kitchen""]",0,1,558,301.0,high-end,1,2502,99951.59,463047.6,523064.84377499996,632017.9335746003
"[""Living room"", ""Kitchen""]",0,0,808,0.0,budget-friendly,0,2907,75143.85,572857.45,621742.7691249999,750964.4994797701
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,823,0.0,mid-range,0,1173,79132.95,375721.0,417555.32425,360382.72442315845
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",5,2,2027,151.0,mid-range,1,3041,314517.16,611562.59,726230.5756249999,768381.9144879236
"[""Bedroom"", ""Other/Custom""]",4,0,1569,322.0,mid-range,1,2088,213090.48999999996,542925.5,619471.42979,590999.7312847051
"[""Bathroom"", ""Kitchen""]",0,1,566,0.0,budget-friendly,0,2678,75248.39,413975.19,461952.581325,329482.05229326704
"[""Living room"", ""Kitchen""]",0,0,759,0.0,mid-range,0,1776,79200.85,501818.8,549348.91375,729059.2861618154
"[""Kitchen"", ""Other/Custom""]",0,0,650,0.0,mid-range,0,1592,58441.03,559445.38,603029.34655,474953.67957478453
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",1,1,427,75.96884735202492,mid-range,1,915,66860.57,234361.98,269150.47550000006,258778.52985726285
"[""Living room"", ""Kitchen""]",0,0,592,0.0,budget-friendly,0,1451,51989.05,479941.04,517525.019675,515996.1562416109
"[""Bedroom"", ""Kitchen""]",7,0,2294,644.0,mid-range,1,3891,335277.06000000006,945705.26,1094502.9150875,891671.9944522413
