renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,Location,renovation_cost
"[""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [237, 239], ""bathrooms"": [110], ""other"": {}}","{""bedrooms"": [0, 227.15384615384616], ""bathrooms"": [0], ""other"": {}}","{""bedrooms"": [""High-end"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""No"", ""Yes"", ""No""]",1441,Bury,82659.73
"[""Bedroom"", ""Kitchen""]",4,0,"{""bedrooms"": [241, 276, 314, 269], ""bathrooms"": [], ""other"": {""Kitchen"": 408}}","{""bedrooms"": [322, 0, 0, 322], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""No"", ""No"", ""Yes"", ""No""]",2731,Cheadle,214081.84999999998
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [158], ""bathrooms"": [], ""other"": {""Living room"": 198}}","{""bedrooms"": [153.15887850467288], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No""]",932,Withington,50355.65
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,2,"{""bedrooms"": [321, 285, 302], ""bathrooms"": [124, 135], ""other"": {""Living room"": 431}}","{""bedrooms"": [322, 0, 0], ""bathrooms"": [151, 0], ""other"": {""Living room"": 301}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Mid-range"", ""Budget-friendly""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""No"", ""No"", ""Yes"", ""No"", ""Yes""]",1869,Stretford,245682.01
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [145], ""other"": {""Living room"": 363}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""Yes""]",3031,Prestwich,90171.16
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 441, ""Kitchen"": 415, ""Other/Custom"": 424}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No""]",1903,Salford,111376.81999999999
"[""Bedroom"", ""Living room""]",2,0,"{""bedrooms"": [237, 238], ""bathrooms"": [], ""other"": {""Living room"": 280}}","{""bedrooms"": [0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""No""]",1397,Chorlton,82767.64
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,"{""bedrooms"": [201, 229], ""bathrooms"": [94], ""other"": {""Other/Custom"": 282}}","{""bedrooms"": [0, 0], ""bathrooms"": [87.4895104895105], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end"", ""High-end""], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""Yes"", ""No""]",1088,Stockport,102924.19
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 312, ""Other/Custom"": 351}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes""]",1891,Ashton-under-Lyne,84933.08
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [111], ""other"": {""Other/Custom"": 327}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",1741,Didsbury,97225.65
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [133], ""other"": {""Kitchen"": 408}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""No""]",2079,Ashton-under-Lyne,84206.6
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 302, ""Other/Custom"": 346}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes""]",1885,Levenshulme,90766.53
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,"{""bedrooms"": [169, 168], ""bathrooms"": [83], ""other"": {""Other/Custom"": 183}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range""], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No""]",984,Sale,88311.65999999999
"[""Bedroom"", ""Bathroom"", ""Living room""]",1,1,"{""bedrooms"": [164], ""bathrooms"": [85], ""other"": {""Living room"": 153}}","{""bedrooms"": [138.7663551401869], ""bathrooms"": [70.17445482866043], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""No""]",822,Sale,68714.8
"[""Bedroom"", ""Living room""]",5,0,"{""bedrooms"": [260, 257, 305, 302, 297], ""bathrooms"": [], ""other"": {""Living room"": 450}}","{""bedrooms"": [0, 0, 0, 322, 322], ""bathrooms"": [], ""other"": {""Living room"": 301}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""No"", ""Yes"", ""Yes"", ""Yes""]",2777,Cheadle,249392.58000000002
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 300, ""Kitchen"": 295}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 206.4825174825175}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Mid-range""}}","[""No"", ""Yes""]",1449,Rochdale,58796.25
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [88], ""other"": {""Kitchen"": 199}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 147.99065420560748}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes""]",1053,Sale,43009.97
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [84], ""other"": {""Other/Custom"": 189}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No""]",1003,Didsbury,47059.84
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 185, ""Other/Custom"": 192}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",1007,Stockport,46329.46
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [82], ""other"": {""Living room"": 173}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 126.92523364485982}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""Yes""]",892,Manchester City Centre,51795.39
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",1,1,"{""bedrooms"": [129], ""bathrooms"": [64], ""other"": {""Kitchen"": 129}}","{""bedrooms"": [0], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No"", ""No""]",744,Stockport,67228.92
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 400, ""Other/Custom"": 335}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",2686,Oldham,74992.8
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [150], ""other"": {""Kitchen"": 425}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes""]",2145,Trafford,82153.42
"[""Bedroom"", ""Living room""]",3,0,"{""bedrooms"": [246, 298, 295], ""bathrooms"": [], ""other"": {""Living room"": 406}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No""]",2147,Didsbury,153350.66999999998
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 302, ""Kitchen"": 307, ""Other/Custom"": 411}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No""]",3102,Oldham,106092.46
"[""Bedroom"", ""Bathroom""]",7,6,"{""bedrooms"": [275, 285, 268, 314, 260, 290, 283], ""bathrooms"": [133, 148, 129, 133, 147, 148], ""other"": {}}","{""bedrooms"": [0, 0, 322, 0, 322, 322, 0], ""bathrooms"": [151, 0, 0, 0, 151, 0], ""other"": {}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Mid-range"", ""Mid-range"", ""Mid-range"", ""High-end"", ""Mid-range""], ""bathrooms"": [""High-end"", ""High-end"", ""Mid-range"", ""Mid-range"", ""Budget-friendly"", ""Budget-friendly""], ""other"": {}}","[""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""Yes"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""No""]",4074,Wigan,558312.52
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [156], ""bathrooms"": [], ""other"": {""Other/Custom"": 186}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",933,Didsbury,44677.729999999996
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [131], ""other"": {""Kitchen"": 374}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""No""]",2616,Oldham,87395.3
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",5,4,"{""bedrooms"": [315, 290, 321, 264, 247], ""bathrooms"": [132, 125, 143, 144], ""other"": {""Kitchen"": 371}}","{""bedrooms"": [322, 0, 0, 0, 0], ""bathrooms"": [0, 0, 0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""Mid-range"", ""Mid-range"", ""High-end""], ""bathrooms"": [""Mid-range"", ""Mid-range"", ""Mid-range"", ""High-end""], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",2666,Oldham,407234.09
"[""Bedroom"", ""Other/Custom""]",5,0,"{""bedrooms"": [276, 314, 314, 260, 291], ""bathrooms"": [], ""other"": {""Other/Custom"": 377}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3139,Bolton,231003.78
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,2,"{""bedrooms"": [243, 274, 284, 319], ""bathrooms"": [111, 146], ""other"": {""Living room"": 414}}","{""bedrooms"": [322, 322, 322, 0], ""bathrooms"": [0, 151], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end"", ""High-end""], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""Yes"", ""No"", ""No"", ""Yes"", ""No""]",2535,Cheadle,313865.57000000007
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [89], ""other"": {""Kitchen"": 185}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No""]",802,Sale,44508.72
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",1,1,"{""bedrooms"": [0], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [0], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""No""]",754,Salford,71003.43
"[""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [195, 202], ""bathrooms"": [105], ""other"": {}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Mid-range""], ""other"": {}}","[""No"", ""No"", ""No""]",1156,Salford,78521.91
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 376, ""Other/Custom"": 305}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",1971,Stretford,91337.45000000001
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 300, ""Kitchen"": 299, ""Other/Custom"": 300}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""No""]",1502,Rochdale,95291.6
"[""Bedroom"", ""Living room""]",3,0,"{""bedrooms"": [293, 278, 302], ""bathrooms"": [], ""other"": {""Living room"": 414}}","{""bedrooms"": [0, 322, 322], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""Yes"", ""Yes"", ""No""]",2024,Stretford,171832.02000000002
"[""Bedroom"", ""Kitchen""]",1,0,"{""bedrooms"": [145], ""bathrooms"": [], ""other"": {""Kitchen"": 198}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Kitchen"": 123.91588785046729}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""Yes""]",869,Sale,49575.11
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 392, ""Other/Custom"": 352}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes""]",2188,Stretford,81065.49
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",7,3,"{""bedrooms"": [280, 280, 318, 280, 318, 317, 303], ""bathrooms"": [118, 136, 121], ""other"": {""Other/Custom"": 419}}","{""bedrooms"": [0, 322, 0, 322, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [""High-end"", ""High-end"", ""High-end"", ""Mid-range"", ""Mid-range"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""Budget-friendly""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""Yes"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes""]",3659,Wigan,466297.5799999999
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 272, ""Other/Custom"": 288}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other/Custom"": ""High-end""}}","[""No"", ""No""]",1187,Withington,56798.72
"[""Bedroom"", ""Living room""]",3,0,"{""bedrooms"": [256, 248, 322], ""bathrooms"": [], ""other"": {""Living room"": 346}}","{""bedrooms"": [322, 0, 322], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No"", ""Yes"", ""No""]",1914,Stretford,182032.8
"[""Bedroom"", ""Living room""]",4,0,"{""bedrooms"": [320, 294, 299, 249], ""bathrooms"": [], ""other"": {""Living room"": 356}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No"", ""No""]",2263,Ashton-under-Lyne,196028.84000000003
"[""Bedroom"", ""Kitchen""]",1,0,"{""bedrooms"": [156], ""bathrooms"": [], ""other"": {""Kitchen"": 186}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""No""]",957,Manchester City Centre,45064.4
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 435, ""Other/Custom"": 427}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes""]",1953,Stretford,81713.76000000001
"[""Bedroom"", ""Bathroom""]",3,2,"{""bedrooms"": [276, 277, 299], ""bathrooms"": [117, 144], ""other"": {}}","{""bedrooms"": [0, 0, 322], ""bathrooms"": [151, 0], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {}}","[""No"", ""No"", ""Yes"", ""Yes"", ""No""]",2045,Didsbury,202619.64
"[""Bedroom"", ""Bathroom""]",1,1,"{""bedrooms"": [165], ""bathrooms"": [87], ""other"": {}}","{""bedrooms"": [134.71028037383178], ""bathrooms"": [68.24299065420561], ""other"": {}}","{""bedrooms"": [""High-end""], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""Yes"", ""Yes""]",791,Stockport,45310.29
"[""Bedroom"", ""Kitchen""]",8,0,"{""bedrooms"": [256, 247, 242, 315, 300, 244, 295, 297], ""bathrooms"": [], ""other"": {""Kitchen"": 405}}","{""bedrooms"": [0, 322, 0, 0, 322, 0, 0, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""Mid-range"", ""Budget-friendly"", ""High-end"", ""Mid-range"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""Yes"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No""]",4309,Prestwich,374574.86000000004
"[""Bedroom"", ""Other/Custom""]",5,0,"{""bedrooms"": [321, 298, 315, 281, 249], ""bathrooms"": [], ""other"": {""Other/Custom"": 386}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",2751,Cheadle,234754.38000000003
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 308, ""Other/Custom"": 438}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""No"", ""Yes""]",2234,Prestwich,87058.22
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Kitchen"": 420, ""Other/Custom"": 308}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Kitchen"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes"", ""No""]",1798,Withington,132059.77
