renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,location,renovation_cost,pre_renovation_cost
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,"{""bedrooms"": [237, 231], ""bathrooms"": [108], ""other"": {""Kitchen"": 284}}","{""bedrooms"": [0, 217.00932400932402], ""bathrooms"": [101.44055944055944], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes"", ""Yes"", ""No""]",1373,Levenshulme,108901.37,371810.86
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 279, ""Other/Custom"": 243}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",1178,Bury,51303.14,268027.29
"[""Bedroom"", ""Bathroom"", ""Living room""]",5,4,"{""bedrooms"": [267, 251, 286, 288, 254], ""bathrooms"": [112, 140, 135, 137], ""other"": {""Living room"": 450}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [151, 0, 151, 0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""Mid-range"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""Mid-range"", ""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""No"", ""No""]",2525,Oldham,405066.22,483236.19
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [168], ""bathrooms"": [], ""other"": {""Other/Custom"": 193}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No""]",1041,Sale,46976.67,350289.44
"[""Bedroom"", ""Living room""]",4,0,"{""bedrooms"": [255, 293, 299, 278], ""bathrooms"": [], ""other"": {""Living room"": 450}}","{""bedrooms"": [322, 0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No"", ""No"", ""No"", ""No""]",2629,Tameside,207603.19,477736.04
"[""Bedroom"", ""Living room""]",4,0,"{""bedrooms"": [281, 276, 264, 315], ""bathrooms"": [], ""other"": {""Living room"": 409}}","{""bedrooms"": [322, 322, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""Yes"", ""No"", ""No"", ""No""]",2625,Bury,222951.78000000003,536455.74
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 417, ""Kitchen"": 386, ""Other/Custom"": 321}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""Yes""]",2083,Stretford,127383.35,522015.4
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 382, ""Kitchen"": 311, ""Other/Custom"": 372}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""No""]",1818,Trafford,117205.54,527847.56
"[""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [234, 222], ""bathrooms"": [105], ""other"": {}}","{""bedrooms"": [220.2913752913753, 0], ""bathrooms"": [0], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [""High-end""], ""other"": {}}","[""Yes"", ""No"", ""No""]",1395,Rochdale,90790.71,210223.51
"[""Bedroom"", ""Other/Custom""]",2,0,"{""bedrooms"": [235, 240], ""bathrooms"": [], ""other"": {""Other/Custom"": 288}}","{""bedrooms"": [0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No""]",1378,Prestwich,83933.75,340001.24
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 144, ""Kitchen"": 182, ""Other/Custom"": 162}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No""]",804,Stockport,77941.95999999999,188116.35
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",6,3,"{""bedrooms"": [249, 242, 241, 258, 250, 322], ""bathrooms"": [128, 121, 113], ""other"": {""Kitchen"": 358}}","{""bedrooms"": [0, 0, 322, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Mid-range"", ""High-end"", ""High-end"", ""Mid-range""], ""bathrooms"": [""Budget-friendly"", ""High-end"", ""Budget-friendly""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3821,Tameside,410268.74,738770.03
"[""Bedroom"", ""Other/Custom""]",6,0,"{""bedrooms"": [298, 253, 312, 275, 269, 276], ""bathrooms"": [], ""other"": {""Other/Custom"": 302}}","{""bedrooms"": [0, 322, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""High-end"", ""Budget-friendly"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""Yes""]",3706,Bolton,288856.08999999997,757480.87
"[""Bedroom"", ""Bathroom""]",1,1,"{""bedrooms"": [167], ""bathrooms"": [83], ""other"": {}}","{""bedrooms"": [0], ""bathrooms"": [0], ""other"": {}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [""High-end""], ""other"": {}}","[""No"", ""No""]",910,Didsbury,49004.78,278413.23
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [111], ""other"": {""Living room"": 313}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""Yes""]",2372,Bury,92416.36,476368.67
"[""Bedroom"", ""Living room""]",6,0,"{""bedrooms"": [285, 307, 249, 311, 258, 293], ""bathrooms"": [], ""other"": {""Living room"": 406}}","{""bedrooms"": [322, 322, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""Mid-range"", ""Mid-range"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No""]",2840,Oldham,281994.97,529267.97
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 432, ""Other/Custom"": 371}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",2661,Oldham,90268.06,492050.1
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",6,3,"{""bedrooms"": [253, 291, 294, 287, 317, 266], ""bathrooms"": [129, 136, 144], ""other"": {""Other/Custom"": 434}}","{""bedrooms"": [322, 322, 0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""Budget-friendly"", ""High-end"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""Mid-range""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3635,Tameside,406640.73,662172.16
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 300, ""Other/Custom"": 297}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 211.76923076923077, ""Other/Custom"": 211.76923076923077}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""Yes"", ""Yes""]",1485,Didsbury,59788.149999999994,415341.88
"[""Full renovation""]",11,10,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 6280}}","{""bedrooms"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""bathrooms"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""No""]",6280,Altrincham,777512.9799999999,2185877.94
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [149], ""other"": {""Other/Custom"": 394}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No""]",2473,Trafford,82065.58,725819.36
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [124], ""other"": {""Kitchen"": 339}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes"", ""No""]",3161,Oldham,93100.24,604162.18
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 432, ""Other/Custom"": 431}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No""]",1650,Manchester City Centre,76050.35999999999,556795.47
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [90], ""other"": {""Living room"": 193}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 144.06542056074767}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""Yes""]",1023,Stockport,47100.25,248403.51
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 384, ""Kitchen"": 371, ""Other/Custom"": 395}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""High-end""}}","[""Yes"", ""No"", ""No""]",1849,Trafford,143469.49,532024.16
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 365, ""Other/Custom"": 349}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",2784,Cheadle,96661.5,826896.46
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [137], ""other"": {""Kitchen"": 408}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""No""]",3235,Tameside,81928.51000000001,608629.75
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,3,"{""bedrooms"": [252, 270, 263, 243], ""bathrooms"": [138, 145, 120], ""other"": {""Living room"": 407}}","{""bedrooms"": [322, 322, 0, 0], ""bathrooms"": [151, 0, 151], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""High-end"", ""High-end"", ""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""No""]",2088,Stretford,350841.97000000003,560165.92
"[""Bedroom"", ""Kitchen""]",2,0,"{""bedrooms"": [194, 208], ""bathrooms"": [], ""other"": {""Kitchen"": 255}}","{""bedrooms"": [0, 188.66433566433565], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""Yes"", ""No""]",1183,Salford,94167.22,379763.82
"[""Bedroom"", ""Living room""]",3,0,"{""bedrooms"": [261, 256, 244], ""bathrooms"": [], ""other"": {""Living room"": 343}}","{""bedrooms"": [0, 0, 322], ""bathrooms"": [], ""other"": {""Living room"": 301}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No"", ""Yes"", ""Yes""]",1672,Chorlton,168607.36,526895.12
"[""Full renovation""]",2,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1186}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""No""]",1186,Withington,116469.15,309429.94
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,"{""bedrooms"": [236, 236], ""bathrooms"": [110], ""other"": {""Kitchen"": 299}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Kitchen"": 211.1818181818182}}","{""bedrooms"": [""High-end"", ""Mid-range""], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""Yes""]",1481,Chorlton,118408.17,482694.95
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",4,3,"{""bedrooms"": [243, 318, 310, 282], ""bathrooms"": [148, 142, 144], ""other"": {""Other/Custom"": 342}}","{""bedrooms"": [0, 322, 322, 322], ""bathrooms"": [0, 0, 0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Budget-friendly""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes"", ""Yes"", ""Yes"", ""No"", ""No"", ""No"", ""No""]",2268,Ashton-under-Lyne,324411.02,448493.55
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",7,3,"{""bedrooms"": [288, 310, 290, 304, 322, 275, 289], ""bathrooms"": [145, 147, 116], ""other"": {""Kitchen"": 321}}","{""bedrooms"": [0, 0, 0, 0, 0, 0, 0], ""bathrooms"": [151, 0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""High-end"", ""Budget-friendly"", ""Mid-range"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly"", ""High-end"", ""Budget-friendly""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No""]",3659,Wigan,431007.9,503730.28
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 357, ""Kitchen"": 436, ""Other/Custom"": 386}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No""]",2934,Withington,128194.76,755747.94
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 306, ""Kitchen"": 342, ""Other/Custom"": 343}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No""]",2319,Bury,106092.46,476337.82
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",4,3,"{""bedrooms"": [270, 297, 260, 245], ""bathrooms"": [121, 132, 150], ""other"": {""Kitchen"": 359}}","{""bedrooms"": [0, 0, 0, 322], ""bathrooms"": [0, 0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [""Mid-range"", ""Mid-range"", ""High-end""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No""]",2360,Cheadle,334441.74000000005,678267.65
"[""Bedroom"", ""Living room""]",3,0,"{""bedrooms"": [258, 269, 286], ""bathrooms"": [], ""other"": {""Living room"": 439}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 301}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""Yes""]",1859,Stretford,160262.6,495519.12
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 400, ""Other/Custom"": 338}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes""]",2604,Oldham,82048.88,482334.55
"[""Bedroom"", ""Other/Custom""]",4,0,"{""bedrooms"": [322, 252, 248, 304], ""bathrooms"": [], ""other"": {""Other/Custom"": 369}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No"", ""No""]",2822,Withington,188568.65999999997,723581.91
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [117], ""other"": {""Other/Custom"": 325}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes""]",3274,Oldham,93287.3,596600.48
"[""Bedroom"", ""Bathroom""]",7,6,"{""bedrooms"": [278, 262, 247, 280, 317, 291, 252], ""bathrooms"": [117, 149, 145, 135, 143, 121], ""other"": {}}","{""bedrooms"": [0, 0, 322, 0, 0, 0, 0], ""bathrooms"": [151, 0, 0, 0, 0, 151], ""other"": {}}","{""bedrooms"": [""High-end"", ""High-end"", ""Mid-range"", ""Mid-range"", ""Mid-range"", ""High-end"", ""Mid-range""], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""High-end"", ""Budget-friendly"", ""High-end""], ""other"": {}}","[""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""Yes""]",3397,Tameside,539758.42,646759.56
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 300, ""Kitchen"": 300}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Mid-range""}}","[""No"", ""No""]",1212,Chorlton,51862.89,392867.32
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [145], ""other"": {""Living room"": 437}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""Yes""]",4248,Tameside,93821.1,792769.93
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 411, ""Other/Custom"": 367}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No""]",1654,Levenshulme,82459.51000000001,408055.14
"[""Bedroom"", ""Bathroom""]",1,1,"{""bedrooms"": [162], ""bathrooms"": [86], ""other"": {}}","{""bedrooms"": [0], ""bathrooms"": [0], ""other"": {}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [""High-end""], ""other"": {}}","[""No"", ""No""]",956,Stockport,48350.89,244980.51
"[""Bedroom"", ""Bathroom""]",3,1,"{""bedrooms"": [275, 285, 305], ""bathrooms"": [115], ""other"": {}}","{""bedrooms"": [0, 322, 0], ""bathrooms"": [151], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [""Mid-range""], ""other"": {}}","[""No"", ""Yes"", ""No"", ""Yes""]",2071,Didsbury,163274.56,558027.45
