renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_to_add,structural_changes,sqft_renovated,material_grade,property_size,Location
"[""Kitchen"", ""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 137, ""Other"": 0}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 295, ""Other"": 262}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other"": ""High-end""}}",1636,Stockport
"[""Bathroom"", ""Other""]",0,3,"{""bedrooms"": [], ""bathrooms"": [78, 72, 1], ""other"": {""Other"": 211}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [90, 77, 68], ""other"": {""Other"": 240}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Mid-range"", ""High-end""], ""other"": {""Other"": ""Budget-friendly""}}",1447,Wigan
"[""Bathroom"", ""Other"", ""Living room""]",0,2,"{""bedrooms"": [], ""bathrooms"": [47, 9], ""other"": {""Other"": 188, ""Living room"": 46}}","[""Yes"", ""No"", ""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [50, 52], ""other"": {""Other"": 172, ""Living room"": 84}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {""Other"": ""High-end"", ""Living room"": ""High-end""}}",966,Ashton-under-Lyne
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 283}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 226}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}",1378,Didsbury
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [29, 12, 66], ""other"": {}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [89, 97, 53], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Mid-range"", ""Budget-friendly""], ""other"": {}}",1311,Prestwich
"[""Other"", ""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 207, ""Living room"": 140}}","[""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 143, ""Living room"": 276}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""Mid-range"", ""Living room"": ""Mid-range""}}",847,Salford
"[""Bedroom"", ""Living room"", ""Kitchen""]",2,0,"{""bedrooms"": [51, 191], ""bathrooms"": [], ""other"": {""Living room"": 59, ""Kitchen"": 204}}","[""Yes"", ""Yes"", ""No"", ""Yes""]","{""bedrooms"": [150, 87], ""bathrooms"": [], ""other"": {""Living room"": 130, ""Kitchen"": 288}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end""}}",1582,Cheadle
"[""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [54], ""other"": {}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [69], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {}}",863,Wigan
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 136}}","[""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 201}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""High-end""}}",1456,Ashton-under-Lyne
"[""Bathroom"", ""Bedroom"", ""Other""]",2,3,"{""bedrooms"": [79, 73], ""bathrooms"": [22, 7, 43], ""other"": {""Other"": 82}}","[""No"", ""Yes"", ""Yes"", ""Yes"", ""No"", ""Yes""]","{""bedrooms"": [197, 164], ""bathrooms"": [66, 40, 77], ""other"": {""Other"": 269}}","{""bedrooms"": [""High-end"", ""Mid-range""], ""bathrooms"": [""Mid-range"", ""High-end"", ""High-end""], ""other"": {""Other"": ""High-end""}}",1410,Ashton-under-Lyne
"[""Other"", ""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [21], ""other"": {""Other"": 200}}","[""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [87], ""other"": {""Other"": 109}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other"": ""Budget-friendly""}}",1071,Oldham
"[""Bedroom""]",1,0,"{""bedrooms"": [46], ""bathrooms"": [], ""other"": {}}","[""Yes""]","{""bedrooms"": [153], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {}}",1808,Trafford
"[""Bedroom""]",4,0,"{""bedrooms"": [113, 169, 50, 115], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [136, 113, 145, 153], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""High-end"", ""High-end"", ""High-end"", ""High-end""], ""bathrooms"": [], ""other"": {}}",1458,Oldham
"[""Kitchen"", ""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 52, ""Living room"": 114}}","[""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 268, ""Living room"": 264}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Living room"": ""High-end""}}",727,Manchester City Centre
"[""Living room"", ""Bedroom""]",3,0,"{""bedrooms"": [80, 168, 37], ""bathrooms"": [], ""other"": {""Living room"": 257}}","[""No"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [123, 164, 138], ""bathrooms"": [], ""other"": {""Living room"": 201}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}",1717,Stretford
"[""Bathroom"", ""Kitchen"", ""Other""]",0,2,"{""bedrooms"": [], ""bathrooms"": [31, 74], ""other"": {""Kitchen"": 157, ""Other"": 36}}","[""No"", ""Yes"", ""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [42, 63], ""other"": {""Kitchen"": 164, ""Other"": 182}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""High-end""], ""other"": {""Kitchen"": ""Mid-range"", ""Other"": ""Budget-friendly""}}",887,Prestwich
"[""Bedroom"", ""Kitchen"", ""Living room""]",1,0,"{""bedrooms"": [58], ""bathrooms"": [], ""other"": {""Kitchen"": 179, ""Living room"": 247}}","[""No"", ""Yes"", ""Yes""]","{""bedrooms"": [103], ""bathrooms"": [], ""other"": {""Kitchen"": 90, ""Living room"": 101}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Living room"": ""Budget-friendly""}}",864,Levenshulme
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 36}}","[""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 283}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}",1632,Bolton
"[""Kitchen"", ""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [66, 11, 25], ""other"": {""Kitchen"": 252}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [73, 63, 56], ""other"": {""Kitchen"": 80}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""Budget-friendly""], ""other"": {""Kitchen"": ""Mid-range""}}",972,Oldham
"[""Bedroom""]",1,0,"{""bedrooms"": [154], ""bathrooms"": [], ""other"": {}}","[""Yes""]","{""bedrooms"": [156], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {}}",498,Manchester City Centre
"[""Bathroom"", ""Other""]",0,3,"{""bedrooms"": [], ""bathrooms"": [53, 72, 79], ""other"": {""Other"": 47}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [44, 96, 44], ""other"": {""Other"": 116}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""High-end"", ""Mid-range""], ""other"": {""Other"": ""High-end""}}",1019,Didsbury
"[""Other"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 77, ""Kitchen"": 175}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 300, ""Kitchen"": 196}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""Budget-friendly"", ""Kitchen"": ""High-end""}}",1719,Stockport
"[""Living room"", ""Bedroom"", ""Bathroom""]",4,1,"{""bedrooms"": [129, 104, 105, 157], ""bathrooms"": [2], ""other"": {""Living room"": 177}}","[""Yes"", ""Yes"", ""Yes"", ""Yes"", ""Yes"", ""No""]","{""bedrooms"": [103, 133, 87, 170], ""bathrooms"": [82], ""other"": {""Living room"": 263}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""Mid-range"", ""High-end""], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""High-end""}}",1694,Stockport
"[""Bathroom"", ""Other""]",0,3,"{""bedrooms"": [], ""bathrooms"": [8, 7, 28], ""other"": {""Other"": 256}}","[""No"", ""Yes"", ""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [91, 66, 67], ""other"": {""Other"": 189}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""High-end""], ""other"": {""Other"": ""High-end""}}",1518,Sale
"[""Kitchen"", ""Living room"", ""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 30, ""Living room"": 57, ""Other"": 246}}","[""No"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 82, ""Living room"": 200, ""Other"": 161}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Living room"": ""Budget-friendly"", ""Other"": ""Mid-range""}}",1153,Bolton
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [62, 44], ""other"": {}}","[""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [45, 46], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""High-end""], ""other"": {}}",1317,Chorlton
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 284}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 139}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}",924,Trafford
"[""Bedroom"", ""Living room"", ""Other""]",1,0,"{""bedrooms"": [151], ""bathrooms"": [], ""other"": {""Living room"": 99, ""Other"": 213}}","[""No"", ""Yes"", ""Yes""]","{""bedrooms"": [176], ""bathrooms"": [], ""other"": {""Living room"": 154, ""Other"": 110}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Other"": ""Budget-friendly""}}",1907,Trafford
"[""Bedroom""]",1,0,"{""bedrooms"": [117], ""bathrooms"": [], ""other"": {}}","[""No""]","{""bedrooms"": [197], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {}}",1703,Stretford
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 170}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 199}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}",732,Manchester City Centre
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 275}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 237}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}",1047,Stretford
"[""Bedroom""]",2,0,"{""bedrooms"": [97, 72], ""bathrooms"": [], ""other"": {}}","[""No"", ""Yes""]","{""bedrooms"": [147, 151], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {}}",746,Oldham
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [154], ""bathrooms"": [], ""other"": {""Living room"": 173}}","[""No"", ""No""]","{""bedrooms"": [141], ""bathrooms"": [], ""other"": {""Living room"": 237}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}",2226,Cheadle
"[""Kitchen"", ""Other"", ""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [56, 12, 3], ""other"": {""Kitchen"": 222, ""Other"": 252}}","[""Yes"", ""Yes"", ""Yes"", ""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [70, 63, 42], ""other"": {""Kitchen"": 169, ""Other"": 241}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other"": ""Budget-friendly""}}",1654,Cheadle
"[""Living room"", ""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [26, 77], ""other"": {""Living room"": 20}}","[""No"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [95, 72], ""other"": {""Living room"": 293}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}",677,Manchester City Centre
"[""Living room"", ""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [72, 44, 65], ""other"": {""Living room"": 74}}","[""No"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [75, 86, 85], ""other"": {""Living room"": 286}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""Mid-range""], ""other"": {""Living room"": ""High-end""}}",1693,Bolton
"[""Living room"", ""Kitchen"", ""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 45, ""Kitchen"": 57, ""Other"": 9}}","[""No"", ""No"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 108, ""Kitchen"": 263, ""Other"": 97}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""High-end"", ""Other"": ""Mid-range""}}",1171,Withington
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 104}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 219}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}",1520,Stockport
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 143}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 89}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""Budget-friendly""}}",1039,Stretford
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 142}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 192}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}",606,Manchester City Centre
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 248}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 241}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}",1566,Rochdale
"[""Bedroom"", ""Kitchen""]",3,0,"{""bedrooms"": [110, 145, 108], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","[""No"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [167, 176, 110], ""bathrooms"": [], ""other"": {""Kitchen"": 296}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}",1192,Tameside
"[""Other"", ""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [35], ""other"": {""Other"": 14}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [71], ""other"": {""Other"": 86}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other"": ""High-end""}}",1853,Altrincham
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [135], ""bathrooms"": [], ""other"": {""Living room"": 209}}","[""No"", ""Yes""]","{""bedrooms"": [169], ""bathrooms"": [], ""other"": {""Living room"": 276}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}",1118,Trafford
"[""Other"", ""Living room"", ""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [76], ""other"": {""Other"": 298, ""Living room"": 226}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [45], ""other"": {""Other"": 184, ""Living room"": 166}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other"": ""High-end"", ""Living room"": ""Mid-range""}}",1278,Prestwich
"[""Kitchen"", ""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [38, 21], ""other"": {""Kitchen"": 81}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [67, 35], ""other"": {""Kitchen"": 129}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly""], ""other"": {""Kitchen"": ""High-end""}}",1036,Ashton-under-Lyne
"[""Bedroom"", ""Other"", ""Bathroom""]",3,2,"{""bedrooms"": [23, 51, 48], ""bathrooms"": [40, 6], ""other"": {""Other"": 40}}","[""No"", ""Yes"", ""Yes"", ""Yes"", ""Yes"", ""No""]","{""bedrooms"": [182, 104, 165], ""bathrooms"": [80, 91], ""other"": {""Other"": 131}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [""Mid-range"", ""Budget-friendly""], ""other"": {""Other"": ""Budget-friendly""}}",1144,Levenshulme
"[""Kitchen"", ""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [78, 32], ""other"": {""Kitchen"": 289}}","[""Yes"", ""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [46, 51], ""other"": {""Kitchen"": 220}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""High-end""], ""other"": {""Kitchen"": ""Mid-range""}}",1341,Chorlton
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 69}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 214}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""Budget-friendly""}}",1400,Didsbury
"[""Living room"", ""Bathroom"", ""Other""]",0,3,"{""bedrooms"": [], ""bathrooms"": [6, 20, 77], ""other"": {""Living room"": 35, ""Other"": 237}}","[""Yes"", ""No"", ""Yes"", ""Yes"", ""No""]","{""bedrooms"": [], ""bathrooms"": [44, 65, 46], ""other"": {""Living room"": 228, ""Other"": 181}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Mid-range""], ""other"": {""Living room"": ""Mid-range"", ""Other"": ""Mid-range""}}",1372,Chorlton
"[""Kitchen"", ""Bathroom"", ""Bedroom""]",1,2,"{""bedrooms"": [160], ""bathrooms"": [60, 32], ""other"": {""Kitchen"": 281}}","[""Yes"", ""No"", ""Yes"", ""Yes""]","{""bedrooms"": [98], ""bathrooms"": [54, 46], ""other"": {""Kitchen"": 128}}","{""bedrooms"": [""High-end""], ""bathrooms"": [""Budget-friendly"", ""High-end""], ""other"": {""Kitchen"": ""Mid-range""}}",1592,Bolton
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [47], ""other"": {""Living room"": 138}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [58], ""other"": {""Living room"": 196}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}",1159,Tameside
"[""Bedroom""]",4,0,"{""bedrooms"": [107, 174, 73, 65], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [116, 199, 171, 107], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""High-end"", ""High-end"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {}}",2013,Cheadle
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 42}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 211}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}",885,Chorlton
"[""Living room"", ""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [118, 47], ""bathrooms"": [36], ""other"": {""Living room"": 175}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [145, 95], ""bathrooms"": [50], ""other"": {""Living room"": 197}}","{""bedrooms"": [""High-end"", ""Budget-friendly""], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""High-end""}}",1967,Sale
"[""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 225}}","[""No""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 181}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""Budget-friendly""}}",1324,Stockport
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 187}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 209}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}",1504,Trafford
"[""Kitchen"", ""Other"", ""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 238, ""Other"": 112, ""Living room"": 270}}","[""Yes"", ""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 278, ""Other"": 271, ""Living room"": 168}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other"": ""Mid-range"", ""Living room"": ""High-end""}}",1556,Bolton
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 214}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 208}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}",942,Bury
"[""Kitchen"", ""Other""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 218, ""Other"": 20}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 110, ""Other"": 286}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other"": ""High-end""}}",1003,Chorlton
"[""Other"", ""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 156, ""Living room"": 216}}","[""Yes"", ""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": 182, ""Living room"": 133}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other"": ""Budget-friendly"", ""Living room"": ""High-end""}}",1431,Tameside
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 221}}","[""Yes""]","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 193}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}",746,Manchester City Centre
