renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_to_add,structural_changes,sqft_renovated,material_grade,property_size,location,renovation_cost,pre_renovation_cost
['Other'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 266}}",['No'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 213}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'Mid-range'}}",969,Cheadle,26925.54,397290.0
['Living room'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 11}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 275}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'High-end'}}",602,Salford,25693.14,168560.0
"['Bedroom', 'Bathroom']",2,3,"{'bedrooms': [79, 65], 'bathrooms': [8, 77, 79], 'other': {}}","['No', 'Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [85, 187], 'bathrooms': [48, 92, 67], 'other': {}}","{'bedrooms': ['Mid-range', 'Budget-friendly'], 'bathrooms': ['High-end', 'High-end', 'Budget-friendly'], 'other': {}}",2420,Altrincham,200823.84,762300.0
"['Living room', 'Kitchen', 'Other']",0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 37, 'Kitchen': 222, 'Other': 156}}","['No', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 156, 'Kitchen': 94, 'Other': 243}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'High-end', 'Kitchen': 'Mid-range', 'Other': 'High-end'}}",1557,Ashton-under-Lyne,94439.4,251066.25
"['Other', 'Bathroom']",0,2,"{'bedrooms': [], 'bathrooms': [32, 31], 'other': {'Other': 9}}","['No', 'No', 'Yes']","{'bedrooms': [], 'bathrooms': [45, 35], 'other': {'Other': 258}}","{'bedrooms': [], 'bathrooms': ['High-end', 'High-end'], 'other': {'Other': 'High-end'}}",1395,Wigan,93347.29,219712.5
"['Kitchen', 'Other']",0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 229, 'Other': 205}}","['Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 276, 'Other': 215}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Mid-range', 'Other': 'High-end'}}",961,Stretford,51659.78,269560.5
['Other'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 293}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 145}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'High-end'}}",1290,Stockport,35106.31,335400.0
"['Bedroom', 'Bathroom', 'Other']",3,3,"{'bedrooms': [6, 150, 28], 'bathrooms': [67, 35, 51], 'other': {'Other': 28}}","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [104, 88, 166], 'bathrooms': [90, 51, 73], 'other': {'Other': 117}}","{'bedrooms': ['Mid-range', 'Budget-friendly', 'Mid-range'], 'bathrooms': ['High-end', 'Budget-friendly', 'High-end'], 'other': {'Other': 'Budget-friendly'}}",1321,Stretford,192230.40999999997,326947.5
"['Bathroom', 'Living room']",0,2,"{'bedrooms': [], 'bathrooms': [47, 16], 'other': {'Living room': 186}}","['No', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [46, 91], 'other': {'Living room': 186}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'Budget-friendly'], 'other': {'Living room': 'High-end'}}",1137,Sale,81172.04000000001,315517.5
"['Kitchen', 'Living room']",0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 236, 'Living room': 294}}","['Yes', 'No']","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 96, 'Living room': 235}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Budget-friendly', 'Living room': 'Mid-range'}}",1520,Oldham,59173.61,258400.0
"['Bathroom', 'Other']",0,2,"{'bedrooms': [], 'bathrooms': [72, 26], 'other': {'Other': 54}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [58, 37], 'other': {'Other': 251}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'Budget-friendly'], 'other': {'Other': 'High-end'}}",1528,Wigan,79488.58,240660.0
['Living room'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 210}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 149}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'Budget-friendly'}}",1120,Prestwich,27150.99,336000.0
"['Kitchen', 'Bedroom']",2,0,"{'bedrooms': [74, 46], 'bathrooms': [], 'other': {'Kitchen': 96}}","['No', 'Yes', 'Yes']","{'bedrooms': [123, 159], 'bathrooms': [], 'other': {'Kitchen': 96}}","{'bedrooms': ['Mid-range', 'Mid-range'], 'bathrooms': [], 'other': {'Kitchen': 'Budget-friendly'}}",1300,Withington,78581.63,312000.0
['Other'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 173}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 134}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'High-end'}}",1096,Withington,27599.17,350720.0
['Bathroom'],0,1,"{'bedrooms': [], 'bathrooms': [64], 'other': {}}",['Yes'],"{'bedrooms': [], 'bathrooms': [78], 'other': {}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly'], 'other': {}}",1580,Altrincham,24091.41,729960.0
['Bedroom'],2,0,"{'bedrooms': [185, 40], 'bathrooms': [], 'other': {}}","['Yes', 'Yes']","{'bedrooms': [171, 137], 'bathrooms': [], 'other': {}}","{'bedrooms': ['Mid-range', 'Budget-friendly'], 'bathrooms': [], 'other': {}}",1239,Prestwich,53485.77,315945.0
"['Living room', 'Bedroom']",2,0,"{'bedrooms': [132, 109], 'bathrooms': [], 'other': {'Living room': 37}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [123, 172], 'bathrooms': [], 'other': {'Living room': 211}}","{'bedrooms': ['Mid-range', 'Budget-friendly'], 'bathrooms': [], 'other': {'Living room': 'Budget-friendly'}}",1568,Trafford,77169.49,458640.0
"['Other', 'Living room']",0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 83, 'Living room': 180}}","['Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 239, 'Living room': 102}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'High-end', 'Living room': 'High-end'}}",1486,Cheadle,62136.17,517871.0
"['Bathroom', 'Living room']",0,3,"{'bedrooms': [], 'bathrooms': [32, 27, 36], 'other': {'Living room': 228}}","['Yes', 'No', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [98, 70, 84], 'other': {'Living room': 86}}","{'bedrooms': [], 'bathrooms': ['Mid-range', 'High-end', 'Budget-friendly'], 'other': {'Living room': 'High-end'}}",1744,Trafford,166639.53,510120.0
"['Living room', 'Bathroom']",0,3,"{'bedrooms': [], 'bathrooms': [2, 58, 69], 'other': {'Living room': 45}}","['No', 'Yes', 'No', 'Yes']","{'bedrooms': [], 'bathrooms': [89, 73, 78], 'other': {'Living room': 144}}","{'bedrooms': [], 'bathrooms': ['Mid-range', 'Mid-range', 'Budget-friendly'], 'other': {'Living room': 'High-end'}}",1150,Levenshulme,107646.85,250125.0
"['Bathroom', 'Living room']",0,2,"{'bedrooms': [], 'bathrooms': [17, 56], 'other': {'Living room': 223}}","['Yes', 'No', 'No']","{'bedrooms': [], 'bathrooms': [70, 67], 'other': {'Living room': 267}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'High-end'], 'other': {'Living room': 'Budget-friendly'}}",2208,Cheadle,118334.49,678960.0
['Living room'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 158}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 192}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'Mid-range'}}",1323,Wigan,27803.66,277830.0
['Living room'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 203}}",['No'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 242}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'Mid-range'}}",1709,Stockport,40630.07,444340.0
"['Bathroom', 'Kitchen', 'Living room']",0,2,"{'bedrooms': [], 'bathrooms': [8, 8], 'other': {'Kitchen': 240, 'Living room': 158}}","['Yes', 'No', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [91, 91], 'other': {'Kitchen': 107, 'Living room': 126}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'High-end'], 'other': {'Kitchen': 'Budget-friendly', 'Living room': 'Mid-range'}}",1116,Sale,111395.88,309690.0
"['Bedroom', 'Bathroom']",3,1,"{'bedrooms': [92, 130, 19], 'bathrooms': [7], 'other': {}}","['Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [171, 181, 159], 'bathrooms': [53], 'other': {}}","{'bedrooms': ['High-end', 'Mid-range', 'High-end'], 'bathrooms': ['Mid-range'], 'other': {}}",991,Stockport,98470.74,193245.0
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 86}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 82}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Budget-friendly'}}",666,Oldham,22224.43,146520.0
"['Other', 'Kitchen']",0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 229, 'Kitchen': 39}}","['Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 260, 'Kitchen': 299}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'Mid-range', 'Kitchen': 'High-end'}}",1540,Tameside,64714.45,287980.0
"['Kitchen', 'Bedroom']",1,0,"{'bedrooms': [169], 'bathrooms': [], 'other': {'Kitchen': 244}}","['Yes', 'Yes']","{'bedrooms': [176], 'bathrooms': [], 'other': {'Kitchen': 112}}","{'bedrooms': ['Budget-friendly'], 'bathrooms': [], 'other': {'Kitchen': 'High-end'}}",1317,Didsbury,66362.23999999999,470169.0
['Other'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 290}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 87}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'Budget-friendly'}}",1564,Trafford,29621.64,609960.0
"['Other', 'Bedroom', 'Bathroom']",1,3,"{'bedrooms': [32], 'bathrooms': [71, 5, 33], 'other': {'Other': 92}}","['Yes', 'Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [89], 'bathrooms': [61, 100, 92], 'other': {'Other': 114}}","{'bedrooms': ['Budget-friendly'], 'bathrooms': ['Budget-friendly', 'Mid-range', 'Budget-friendly'], 'other': {'Other': 'Mid-range'}}",1302,Bury,125225.92,224595.0
['Bedroom'],1,0,"{'bedrooms': [80], 'bathrooms': [], 'other': {}}",['Yes'],"{'bedrooms': [82], 'bathrooms': [], 'other': {}}","{'bedrooms': ['Mid-range'], 'bathrooms': [], 'other': {}}",883,Bury,22720.2,223399.0
"['Bathroom', 'Kitchen']",0,1,"{'bedrooms': [], 'bathrooms': [59], 'other': {'Kitchen': 201}}","['No', 'No']","{'bedrooms': [], 'bathrooms': [73], 'other': {'Kitchen': 248}}","{'bedrooms': [], 'bathrooms': ['Mid-range'], 'other': {'Kitchen': 'Mid-range'}}",1011,Oldham,49167.84,171870.0
"['Kitchen', 'Living room', 'Other']",0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 149, 'Living room': 114, 'Other': 56}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 233, 'Living room': 154, 'Other': 108}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Mid-range', 'Living room': 'High-end', 'Other': 'High-end'}}",1232,Prestwich,85823.45,277200.0
"['Other', 'Bedroom']",1,0,"{'bedrooms': [33], 'bathrooms': [], 'other': {'Other': 203}}","['No', 'Yes']","{'bedrooms': [194], 'bathrooms': [], 'other': {'Other': 240}}","{'bedrooms': ['Budget-friendly'], 'bathrooms': [], 'other': {'Other': 'Budget-friendly'}}",1252,Chorlton,51651.78,425680.0
"['Bedroom', 'Bathroom']",3,2,"{'bedrooms': [74, 35, 134], 'bathrooms': [3, 13], 'other': {}}","['Yes', 'Yes', 'Yes', 'No', 'No']","{'bedrooms': [82, 195, 152], 'bathrooms': [36, 88], 'other': {}}","{'bedrooms': ['Mid-range', 'Mid-range', 'Budget-friendly'], 'bathrooms': ['Budget-friendly', 'Budget-friendly'], 'other': {}}",1051,Trafford,110275.81,307417.5
"['Bedroom', 'Other', 'Kitchen']",2,0,"{'bedrooms': [20, 117], 'bathrooms': [], 'other': {'Other': 232, 'Kitchen': 4}}","['No', 'Yes', 'No', 'Yes']","{'bedrooms': [153, 118], 'bathrooms': [], 'other': {'Other': 85, 'Kitchen': 296}}","{'bedrooms': ['Mid-range', 'Mid-range'], 'bathrooms': [], 'other': {'Other': 'Mid-range', 'Kitchen': 'High-end'}}",1375,Trafford,114379.61,402187.5
['Bathroom'],0,2,"{'bedrooms': [], 'bathrooms': [35, 67], 'other': {}}","['No', 'Yes']","{'bedrooms': [], 'bathrooms': [87, 55], 'other': {}}","{'bedrooms': [], 'bathrooms': ['High-end', 'High-end'], 'other': {}}",1583,Oldham,69851.36,269110.0
"['Bathroom', 'Living room']",0,2,"{'bedrooms': [], 'bathrooms': [31, 49], 'other': {'Living room': 241}}","['No', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [37, 49], 'other': {'Living room': 196}}","{'bedrooms': [], 'bathrooms': ['High-end', 'High-end'], 'other': {'Living room': 'Mid-range'}}",1083,Tameside,76600.70999999999,178695.0
"['Living room', 'Kitchen']",0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 134, 'Kitchen': 267}}","['No', 'Yes']","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 212, 'Kitchen': 286}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'Budget-friendly', 'Kitchen': 'Budget-friendly'}}",916,Altrincham,48939.66,327012.0
"['Living room', 'Other', 'Bathroom']",0,2,"{'bedrooms': [], 'bathrooms': [35, 34], 'other': {'Living room': 207, 'Other': 195}}","['Yes', 'No', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [56, 87], 'other': {'Living room': 261, 'Other': 183}}","{'bedrooms': [], 'bathrooms': ['Mid-range', 'Budget-friendly'], 'other': {'Living room': 'High-end', 'Other': 'Budget-friendly'}}",1442,Bury,109845.53999999998,248745.0
"['Bathroom', 'Kitchen']",0,1,"{'bedrooms': [], 'bathrooms': [34], 'other': {'Kitchen': 281}}","['Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [72], 'other': {'Kitchen': 238}}","{'bedrooms': [], 'bathrooms': ['High-end'], 'other': {'Kitchen': 'Budget-friendly'}}",838,Withington,52539.100000000006,227936.0
['Living room'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 127}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 108}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'High-end'}}",1943,Sale,43094.8,718910.0
"['Bathroom', 'Living room', 'Other']",0,2,"{'bedrooms': [], 'bathrooms': [64, 48], 'other': {'Living room': 290, 'Other': 39}}","['Yes', 'Yes', 'No', 'Yes']","{'bedrooms': [], 'bathrooms': [82, 60], 'other': {'Living room': 107, 'Other': 190}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly', 'Mid-range'], 'other': {'Living room': 'Budget-friendly', 'Other': 'High-end'}}",1225,Bolton,110387.39,192937.5
['Bedroom'],3,0,"{'bedrooms': [150, 181, 107], 'bathrooms': [], 'other': {}}","['Yes', 'No', 'Yes']","{'bedrooms': [131, 94, 105], 'bathrooms': [], 'other': {}}","{'bedrooms': ['Budget-friendly', 'Budget-friendly', 'High-end'], 'bathrooms': [], 'other': {}}",1350,Stockport,85513.37,263250.0
['Other'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 267}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 259}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'High-end'}}",881,Didsbury,30615.85,370020.0
"['Bathroom', 'Other']",0,1,"{'bedrooms': [], 'bathrooms': [71], 'other': {'Other': 3}}","['Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [36], 'other': {'Other': 126}}","{'bedrooms': [], 'bathrooms': ['Mid-range'], 'other': {'Other': 'Mid-range'}}",1611,Altrincham,74909.65,507465.0
['Bathroom'],0,2,"{'bedrooms': [], 'bathrooms': [20, 1], 'other': {}}","['Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [64, 74], 'other': {}}","{'bedrooms': [], 'bathrooms': ['High-end', 'Budget-friendly'], 'other': {}}",897,Trafford,43918.95,349830.0
"['Kitchen', 'Bedroom']",3,0,"{'bedrooms': [160, 94, 14], 'bathrooms': [], 'other': {'Kitchen': 111}}","['Yes', 'No', 'Yes', 'Yes']","{'bedrooms': [131, 107, 180], 'bathrooms': [], 'other': {'Kitchen': 236}}","{'bedrooms': ['Budget-friendly', 'Mid-range', 'Mid-range'], 'bathrooms': [], 'other': {'Kitchen': 'High-end'}}",1469,Bolton,114410.55,231367.5
"['Other', 'Bathroom']",0,2,"{'bedrooms': [], 'bathrooms': [21, 42], 'other': {'Other': 293}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [99, 71], 'other': {'Other': 93}}","{'bedrooms': [], 'bathrooms': ['High-end', 'Mid-range'], 'other': {'Other': 'Mid-range'}}",1276,Cheadle,89448.98,392370.0
['Living room'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 191}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 229}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'High-end'}}",1377,Rochdale,33111.44,261630.0
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 247}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 215}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'High-end'}}",916,Levenshulme,34881.14,265640.0
['Other'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 168}}",['No'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 94}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'Mid-range'}}",1507,Stretford,26579.55,497310.0
['Living room'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 67}}",['No'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 88}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'Budget-friendly'}}",1833,Altrincham,35156.66,769860.0
['Bathroom'],0,1,"{'bedrooms': [], 'bathrooms': [76], 'other': {}}",['Yes'],"{'bedrooms': [], 'bathrooms': [92], 'other': {}}","{'bedrooms': [], 'bathrooms': ['High-end'], 'other': {}}",1088,Oldham,25510.92,217600.0
['Other'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 236}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 215}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'Budget-friendly'}}",752,Rochdale,21949.45,157168.0
"['Bedroom', 'Other']",1,0,"{'bedrooms': [129], 'bathrooms': [], 'other': {'Other': 169}}","['Yes', 'Yes']","{'bedrooms': [192], 'bathrooms': [], 'other': {'Other': 133}}","{'bedrooms': ['Budget-friendly'], 'bathrooms': [], 'other': {'Other': 'Budget-friendly'}}",1384,Chorlton,51072.15,470560.0
"['Bathroom', 'Bedroom']",2,2,"{'bedrooms': [181, 12], 'bathrooms': [10, 66], 'other': {}}","['No', 'No', 'No', 'Yes']","{'bedrooms': [108, 137], 'bathrooms': [63, 82], 'other': {}}","{'bedrooms': ['High-end', 'High-end'], 'bathrooms': ['High-end', 'High-end'], 'other': {}}",905,Sale,106677.17,251137.5
"['Living room', 'Other', 'Bedroom']",1,0,"{'bedrooms': [171], 'bathrooms': [], 'other': {'Living room': 196, 'Other': 40}}","['Yes', 'No', 'Yes']","{'bedrooms': [155], 'bathrooms': [], 'other': {'Living room': 188, 'Other': 213}}","{'bedrooms': ['Budget-friendly'], 'bathrooms': [], 'other': {'Living room': 'Mid-range', 'Other': 'High-end'}}",1033,Didsbury,74859.48,325395.0
"['Other', 'Kitchen']",0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 99, 'Kitchen': 243}}","['No', 'Yes']","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 161, 'Kitchen': 211}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'Budget-friendly', 'Kitchen': 'Mid-range'}}",1019,Bolton,45765.18,181891.5
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 71}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 231}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'Budget-friendly'}}",1357,Didsbury,25876.67,569940.0
['Bedroom'],3,0,"{'bedrooms': [52, 13, 19], 'bathrooms': [], 'other': {}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [190, 181, 129], 'bathrooms': [], 'other': {}}","{'bedrooms': ['High-end', 'Mid-range', 'High-end'], 'bathrooms': [], 'other': {}}",1765,Sale,125554.31,489787.5
"['Bedroom', 'Bathroom']",1,2,"{'bedrooms': [28], 'bathrooms': [80, 42], 'other': {}}","['Yes', 'Yes', 'Yes']","{'bedrooms': [180], 'bathrooms': [84, 77], 'other': {}}","{'bedrooms': ['Mid-range'], 'bathrooms': ['Budget-friendly', 'Mid-range'], 'other': {}}",1359,Chorlton,77125.73999999999,407700.0
"['Bathroom', 'Living room']",0,1,"{'bedrooms': [], 'bathrooms': [29], 'other': {'Living room': 206}}","['Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [83], 'other': {'Living room': 128}}","{'bedrooms': [], 'bathrooms': ['Budget-friendly'], 'other': {'Living room': 'Mid-range'}}",744,Salford,42945.52,208320.0
['Living room'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 97}}",['No'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 195}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'Mid-range'}}",1155,Oldham,26112.38,231000.0
['Kitchen'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 232}}",['No'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 288}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Kitchen': 'High-end'}}",1269,Rochdale,39219.95,241110.0
['Living room'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 151}}",['No'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 131}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'Budget-friendly'}}",662,Rochdale,23161.35,138358.0
"['Living room', 'Other']",0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 278, 'Other': 167}}","['Yes', 'Yes']","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 155, 'Other': 85}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Living room': 'Budget-friendly', 'Other': 'Budget-friendly'}}",1705,Stockport,79288.63,332475.0
['Other'],0,0,"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 177}}",['Yes'],"{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 289}}","{'bedrooms': [], 'bathrooms': [], 'other': {'Other': 'Budget-friendly'}}",1018,Levenshulme,22309.5,324742.0
"['Living room', 'Bathroom', 'Bedroom']",1,2,"{'bedrooms': [9], 'bathrooms': [47, 7], 'other': {'Living room': 109}}","['Yes', 'Yes', 'Yes', 'Yes']","{'bedrooms': [85], 'bathrooms': [55, 38], 'other': {'Living room': 157}}","{'bedrooms': ['Budget-friendly'], 'bathrooms': ['Budget-friendly', 'High-end'], 'other': {'Living room': 'Budget-friendly'}}",865,Oldham,87395.51000000001,129750.0
